id,observed_on_string,observed_on,scientific_name,common_name,observed_in
7515833,Mon Apr 24 2017 20:46:03 GMT-0700 (PDT),2017-04-24,Dryobates villosus,Hairy Woodpecker,Yosemite National Park
7522301,Mon Aug 14 2017 07:58:26 GMT-0700 (PDT),2017-08-14,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
7522319,Mon Aug 14 2017 09:16:25 GMT-0700 (PDT),2017-08-14,Sphyrapicus ruber,Red-breasted Sapsucker,Yosemite National Park
7522331,Mon Aug 14 2017 10:46:11 GMT-0700 (PDT),2017-08-14,Certhia americana,Brown Creeper,Yosemite National Park
7522353,Mon Aug 14 2017 17:00:10 GMT-0700 (PDT),2017-08-14,Sayornis nigricans,Black Phoebe,Yosemite National Park
7522362,Mon Aug 14 2017 17:22:54 GMT-0700 (PDT),2017-08-14,Dryobates villosus,Hairy Woodpecker,Yosemite National Park
7559235,Thu Aug 17 2017 12:06:05 GMT-0700 (PDT),2017-08-17,Lagopus leucura,White-tailed Ptarmigan,Yosemite National Park
7581178,2017/08/11 2:25 PM PDT,2017-08-11,Corvus corax,Common Raven,Yosemite National Park
7581190,2017/08/11 3:19 PM PDT,2017-08-11,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
7604995,2016-01-30 9:18:58 AM PST,2016-01-30,Corvus corax,Common Raven,Yosemite National Park
7606166,Tue Aug 22 2017 10:38:42 GMT-0700 (PDT),2017-08-22,Dryobates villosus,Hairy Woodpecker,Yosemite National Park
7652567,Fri Aug 25 2017 12:44:57 GMT-0700 (PDT),2017-08-25,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
7691944,Sun Aug 20 2017 14:48:01 GMT-0700 (PDT),2017-08-20,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
7697697,2017/03/30 4:42 PM PDT,2017-03-30,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
7716716,2011-12-09 11:17:47,2011-12-09,Passerella iliaca,Fox Sparrow,Yosemite National Park
7826931,2017-07-20,2017-07-20,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
7857238,Mon Aug 14 2017 07:59:57 GMT-0800 (AKDT),2017-08-14,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
7893955,2017-07-16 3:08:49 PM EDT,2017-07-16,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
7935332,2017/08/05 10:01 AM PDT,2017-08-05,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
7948513,2011/08/02 12:29 PM PDT,2011-08-02,Dryobates albolarvatus,White-headed Woodpecker,Yosemite National Park
7962906,Mon Jul 17 2017 10:44:11 GMT-0700 (PDT),2017-07-17,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
7990971,Mon Sep 18 2017 10:53:56 GMT-0700 (PDT),2017-09-18,Falco mexicanus,Prairie Falcon,Yosemite National Park
7991062,Mon Sep 18 2017 13:50:14 GMT-0700 (PDT),2017-09-18,Nucifraga columbiana,Clark's Nutcracker,Yosemite National Park
7991140,Mon Sep 18 2017 15:02:37 GMT-0700 (PDT),2017-09-18,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
8164770,Thu Sep 28 2017 12:32:08 GMT-0700 (PDT),2017-09-28,Oreortyx pictus,Mountain Quail,Yosemite National Park
8192733,2017/09/20 12:02 PM CDT,2017-09-20,Certhia americana,Brown Creeper,Yosemite National Park
8192748,2017/09/20 1:06 PM CDT,2017-09-20,Anas platyrhynchos,Mallard,Yosemite National Park
8192749,2017/09/20 1:18 PM CDT,2017-09-20,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
8192756,2017/09/20 2:43 PM CDT,2017-09-20,Melanerpes formicivorus,Acorn Woodpecker,Yosemite National Park
8192764,2017/09/20 3:33 PM CDT,2017-09-20,Spizella passerina,Chipping Sparrow,Yosemite National Park
8192768,2017/09/20 6:08 PM CDT,2017-09-20,Corvus corax,Common Raven,Yosemite National Park
8221762,Mon Oct 02 2017 09:07:38 GMT-0700 (PDT),2017-10-02,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
8221788,Mon Oct 02 2017 09:11:03 GMT-0700 (PDT),2017-10-02,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
8221817,Mon Oct 02 2017 09:12:23 GMT-0700 (PDT),2017-10-02,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
8242548,Tue Oct 03 2017 12:36:34 GMT-0700 (PDT),2017-10-03,Cinclus mexicanus,American Dipper,Yosemite National Park
8242599,Mon Oct 02 2017 09:08:49 GMT-0700 (PDT),2017-10-02,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
8303942,2017/10/04 2:01 PM PDT,2017-10-04,Corvus corax,Common Raven,Yosemite National Park
8366071,2017/09/19 7:13 AM EDT,2017-09-19,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
8370099,2016/08/25 11:56 AM CEST,2016-08-25,Corvus corax,Common Raven,Yosemite National Park
8377030,2017/10/07 1:19 PM PDT,2017-10-07,Corvus corax,Common Raven,Yosemite National Park
8377038,2017/10/06 12:44 PM PDT,2017-10-06,Dryobates albolarvatus,White-headed Woodpecker,Yosemite National Park
8380161,2017/09/19 11:30 AM EDT,2017-09-19,Poecile gambeli,Mountain Chickadee,Yosemite National Park
8390703,2017/09/20 9:34 AM EDT,2017-09-20,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
8390704,2017/09/20 8:58 AM EDT,2017-09-20,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
8418957,2017/09/20 10:59 AM EDT,2017-09-20,Setophaga coronata auduboni,Audubon's Warbler,Yosemite National Park
8418958,2017/09/20 10:59 AM EDT,2017-09-20,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
8483631,2015/06/23 11:59 PM UTC,2015-06-23,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
8586930,2017/10/26 4:21 PM PDT,2017-10-26,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
8592836,2017/10/25 11:37 AM PDT,2017-10-25,Dryocopus pileatus,Pileated Woodpecker,Yosemite National Park
8592990,2017/10/25 5:03 PM PDT,2017-10-25,Melanerpes formicivorus,Acorn Woodpecker,Yosemite National Park
8640183,Tue Oct 31 2017 12:51:22 GMT-0700 (PDT),2017-10-31,Nucifraga columbiana,Clark's Nutcracker,Yosemite National Park
8640218,Tue Oct 31 2017 15:39:34 GMT-0700 (PDT),2017-10-31,Gavia immer,Common Loon,Yosemite National Park
8647154,2017/04/23 9:28 AM CEST,2017-04-23,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
8647298,2017/04/23 9:27 AM CEST,2017-04-23,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
8647971,2017/04/23 10:21 AM CEST,2017-04-23,Corvus corax,Common Raven,Yosemite National Park
8659010,2017/04/22 4:07 PM,2017-04-22,Turdus migratorius,American Robin,Yosemite National Park
8659288,2017-04-22 17:47,2017-04-22,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
8659568,2017/04/22 18:23,2017-04-22,Turdus migratorius,American Robin,Yosemite National Park
8668241,2017/04/23 11:47,2017-04-23,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
8668316,2017/04/23 15:07,2017-04-23,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
8668510,2017-04-23 16:18,2017-04-23,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
8804857,Mon Nov 13 2017 15:41:16 GMT-0800 (PST),2017-11-13,Dryocopus pileatus,Pileated Woodpecker,Yosemite National Park
8820048,Thu Oct 29 2015 12:00:09 GMT-0500 (CDT),2015-10-29,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
8874232,2017/04/10 11:58 AM PDT,2017-04-10,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
8972038,2008/04/05 3:00 PM EDT,2008-04-05,Cinclus mexicanus,American Dipper,Yosemite National Park
8972183,2008/04/05 10:57 AM EDT,2008-04-05,Turdus migratorius,American Robin,Yosemite National Park
8976929,2008/04/05 12:35 PM EDT,2008-04-05,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
9045960,2017-12-02 2:22:21 PM PST,2017-12-02,Corvus corax,Common Raven,Yosemite National Park
9045961,2017-12-02 2:22:37 PM PST,2017-12-02,Corvus corax,Common Raven,Yosemite National Park
9137865,2016/08/17,2016-08-17,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
9164325,Fri Dec 15 2017 10:19:37 GMT-0800 (PST),2017-12-15,Ardea herodias,Great Blue Heron,Yosemite National Park
9186022,Sun Dec 17 2017 14:59:40 GMT-0800 (PST),2017-12-17,Ardea herodias,Great Blue Heron,Yosemite National Park
9200252,2006-08-19 4:56:10 AM EDT,2006-08-19,Mergus merganser,Common Merganser,Yosemite National Park
9250500,2016/07/22 8:28 AM PDT,2016-07-22,Dendragapus fuliginosus sierrae,Sooty Grouse (Sierra),Yosemite National Park
9333458,2017/12/30 1:50 PM PST,2017-12-30,Buteo lineatus,Red-shouldered Hawk,Yosemite National Park
9390087,2017/12/29 10:50 AM HST,2017-12-29,Melanerpes formicivorus,Acorn Woodpecker,Yosemite National Park
9390088,2017/12/29 10:57 AM HST,2017-12-29,Zonotrichia atricapilla,Golden-crowned Sparrow,Yosemite National Park
9390090,2017/12/29 1:44 PM HST,2017-12-29,Melanerpes formicivorus,Acorn Woodpecker,Yosemite National Park
9390092,2017/12/29 3:43 PM HST,2017-12-29,Corvus corax,Common Raven,Yosemite National Park
9390207,2017/12/30 2:13 PM HST,2017-12-30,Dryobates villosus,Hairy Woodpecker,Yosemite National Park
9390484,2017/12/31 3:50 PM HST,2017-12-31,Cinclus mexicanus,American Dipper,Yosemite National Park
9390485,2017/12/31 5:02 PM HST,2017-12-31,Cinclus mexicanus,American Dipper,Yosemite National Park
9404356,2015-09-27T00:00:00+00:00,2015-09-27,Catharus guttatus,Hermit Thrush,Yosemite National Park
9404365,2015-09-27T00:00:00+00:00,2015-09-27,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
9449270,2017/03/06 9:53 AM UTC,2017-03-06,Dryobates villosus,Hairy Woodpecker,Yosemite National Park
9466849,Sat Jan 13 2018 15:56:22 GMT-0800 (PST),2018-01-13,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
9484465,2013/01/01 12:03 PM MST,2013-01-01,Corvus corax,Common Raven,Yosemite National Park
9509100,2018-01-14 12:02:20 PM PST,2018-01-14,Sitta canadensis,Red-breasted Nuthatch,Yosemite National Park
9509164,2018-01-13 3:51:00 PM PST,2018-01-13,Dryobates villosus,Hairy Woodpecker,Yosemite National Park
9509248,2018-01-13 2:16:08 PM PST,2018-01-13,Dryocopus pileatus,Pileated Woodpecker,Yosemite National Park
9533977,2007/05/09 7:52 AM PDT,2007-05-09,Meleagris gallopavo,Wild Turkey,Yosemite National Park
9533995,2007/05/05 6:02 AM PDT,2007-05-05,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
9533997,2007/05/05 5:42 AM PDT,2007-05-05,Melanerpes formicivorus,Acorn Woodpecker,Yosemite National Park
9534201,2007/05/04 10:45 AM PDT,2007-05-04,Mergus merganser,Common Merganser,Yosemite National Park
9537323,2007/05/05 5:59 AM PDT,2007-05-05,Sialia mexicana,Western Bluebird,Yosemite National Park
9547335,2007/05/05 6:09 AM PDT,2007-05-05,Patagioenas fasciata,Band-tailed Pigeon,Yosemite National Park
9740405,Mon Sep 04 2017 13:26:58 GMT-0700 (PDT),2017-09-04,Picoides arcticus,Black-backed Woodpecker,Yosemite National Park
9743323,2017/12/22 2:09 PM SAST,2017-12-22,Dryocopus pileatus,Pileated Woodpecker,Yosemite National Park
9743327,2017/12/22 10:20 AM SAST,2017-12-22,Ixoreus naevius,Varied Thrush,Yosemite National Park
9743328,2017/12/22 10:22 AM SAST,2017-12-22,Catharus guttatus,Hermit Thrush,Yosemite National Park
9743330,2017/12/22 12:12 PM SAST,2017-12-22,Dryobates nuttallii,Nuttall's Woodpecker,Yosemite National Park
9743331,2017/12/22 11:29 AM SAST,2017-12-22,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
9743332,2017/12/22 12:07 PM SAST,2017-12-22,Sphyrapicus ruber,Red-breasted Sapsucker,Yosemite National Park
9780085,Tue Feb 06 2018 07:56:59 GMT-0800 (PST),2018-02-06,Dryocopus pileatus,Pileated Woodpecker,Yosemite National Park
9780092,Wed Feb 07 2018 15:52:30 GMT-0800 (PST),2018-02-07,Turdus migratorius,American Robin,Yosemite National Park
9780138,Sun Feb 04 2018 08:54:01 GMT-0800 (PST),2018-02-04,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
9873709,2009-03-14 13:27:57,2009-03-14,Molothrus ater,Brown-headed Cowbird,Yosemite National Park
9873927,2009-02-03 14:23:02,2009-02-03,Corvus corax,Common Raven,Yosemite National Park
9873938,2009-02-25 12:18:29,2009-02-25,Dryobates albolarvatus,White-headed Woodpecker,Yosemite National Park
9873951,2008-08-05 14:00:30,2008-08-05,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
9873952,2008-08-05 14:02:13,2008-08-05,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
9873956,2008-08-05 13:58:35,2008-08-05,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
9874081,2009-08-31 12:51:51,2009-08-31,Lagopus leucura,White-tailed Ptarmigan,Yosemite National Park
9874082,2008-08-05 14:02:13,2008-08-05,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
9874083,2008-10-18 15:31:15,2008-10-18,Certhia americana,Brown Creeper,Yosemite National Park
9874102,2008-10-02 14:33:44,2008-10-02,Dryocopus pileatus,Pileated Woodpecker,Yosemite National Park
9874298,2009-02-03 14:22:33,2009-02-03,Corvus corax,Common Raven,Yosemite National Park
9874902,2009-06-29 16:44:08,2009-06-29,Setophaga coronata,Yellow-rumped Warbler,Yosemite National Park
9874904,2009-07-14 11:29:54,2009-07-14,Piranga ludoviciana,Western Tanager,Yosemite National Park
9875081,2009-06-30 12:37:26,2009-06-30,Haemorhous cassinii,Cassin's Finch,Yosemite National Park
9875082,2009-06-30 12:56:32,2009-06-30,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
9875087,2009-06-30 13:32:28,2009-06-30,Catharus guttatus,Hermit Thrush,Yosemite National Park
9875089,2009-06-30 13:37:17,2009-06-30,Setophaga coronata,Yellow-rumped Warbler,Yosemite National Park
9875091,2009-06-30 13:39:28,2009-06-30,Certhia americana,Brown Creeper,Yosemite National Park
9875092,2009-06-30 13:46:14,2009-06-30,Sphyrapicus thyroideus,Williamson's Sapsucker,Yosemite National Park
9875094,2009-06-30 13:56:59,2009-06-30,Catharus guttatus,Hermit Thrush,Yosemite National Park
9902386,2018/02/17 2:17 PM HST,2018-02-17,Sayornis nigricans,Black Phoebe,Yosemite National Park
9905557,2009-07-15 09:26:37,2009-07-15,Oreortyx pictus,Mountain Quail,Yosemite National Park
9905559,2009-03-04 14:51:49,2009-03-04,Setophaga coronata auduboni,Audubon's Warbler,Yosemite National Park
9905560,2009-03-04 15:00:18,2009-03-04,Melospiza melodia,Song Sparrow,Yosemite National Park
9905561,2009-02-25 12:00:08,2009-02-25,Sitta canadensis,Red-breasted Nuthatch,Yosemite National Park
9905811,2009-03-18 12:44:13,2009-03-18,Setophaga coronata auduboni,Audubon's Warbler,Yosemite National Park
9906275,2009-06-30 12:56:32,2009-06-30,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
9953196,2018/02/17 10:47 AM HST,2018-02-17,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
9953228,2018/02/17 11:53 AM HST,2018-02-17,Turdus migratorius,American Robin,Yosemite National Park
9953229,2018/02/17 11:55 AM HST,2018-02-17,Buteo jamaicensis,Red-tailed Hawk,Yosemite National Park
9953277,2018/02/17 12:56 PM HST,2018-02-17,Corvus corax,Common Raven,Yosemite National Park
9953278,2018/02/17 12:12 PM HST,2018-02-17,Aphelocoma californica,California Scrub-Jay,Yosemite National Park
9957693,2018/02/18 7:44 AM HST,2018-02-18,Cinclus mexicanus,American Dipper,Yosemite National Park
10001446,2012/05/13 9:01 AM PDT,2012-05-13,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
10050336,2009-03-18 13:01:01,2009-03-18,Melanerpes formicivorus,Acorn Woodpecker,Yosemite National Park
10050484,2009-02-12 18:33:17,2009-02-12,Melanerpes formicivorus,Acorn Woodpecker,Yosemite National Park
10125565,2016/04/02 10:44 AM PDT,2016-04-02,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
10125671,Wed Mar 07 2018 06:59:46 GMT-0800 (PST),2018-03-07,Melospiza melodia,Song Sparrow,Yosemite National Park
10138694,2017/07/21 12:20 PM PDT,2017-07-21,Pinicola enucleator,Pine Grosbeak,Yosemite National Park
10174444,2018/03/09 1:44 PM PST,2018-03-09,Anas platyrhynchos,Mallard,Yosemite National Park
10232992,Wed Mar 14 2018 09:44:25 GMT-0700 (PDT),2018-03-14,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
10265243,2018/02/24 10:32 AM PST,2018-02-24,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
10337752,2018-03-19 5:27:55 PM PDT,2018-03-19,Turdus migratorius,American Robin,Yosemite National Park
10337800,2018-03-20 11:35:20 AM PDT,2018-03-20,Mergus merganser,Common Merganser,Yosemite National Park
10351917,2018-03-21 11:29:39 AM PDT,2018-03-21,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
10351927,2018-03-21 11:10:50 AM PDT,2018-03-21,Corvus corax,Common Raven,Yosemite National Park
10402622,2017-06-08 2:13:44 PM CDT,2017-06-08,Corvus corax,Common Raven,Yosemite National Park
10423711,Mon May 15 2017 08:28:00 GMT-0700 (PDT),2017-05-15,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
10508361,Sat Aug 05 2017 17:06:32 GMT-0700 (PDT),2017-08-05,Corvus corax,Common Raven,Yosemite National Park
10528113,2018/03/19 1:52 PM PDT,2018-03-19,Mergus merganser,Common Merganser,Yosemite National Park
10537238,Tue Mar 27 2018 14:20:43 GMT-0400 (EDT),2018-03-27,Corvus corax,Common Raven,Yosemite National Park
10619310,Sun Dec 25 2016 13:14:54 GMT-0500 (EST),2016-12-25,Corvus corax,Common Raven,Yosemite National Park
10621314,2018-03-31,2018-03-31,Anas platyrhynchos,Mallard,Yosemite National Park
10621589,2018-03-31,2018-03-31,Dryobates pubescens,Downy Woodpecker,Yosemite National Park
10781217,2018-04-01 1:05:13 PM PDT,2018-04-01,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
11141803,Tue Apr 17 2018 08:13:27 GMT-0700 (PDT),2018-04-17,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
11239717,2016/04/19 9:46 AM PDT,2016-04-19,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
11304930,2018/04/21 12:18 PM PDT,2018-04-21,Corvus corax,Common Raven,Yosemite National Park
11305003,2018/04/21 12:06 PM PDT,2018-04-21,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
11394899,2018-04-21,2018-04-21,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
11394942,2018-04-21,2018-04-21,Corvus corax,Common Raven,Yosemite National Park
11422248,Sat Jul 22 2017 15:37:41 GMT-0400 (EDT),2017-07-22,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
11423173,Sat Jul 22 2017 12:14:19 GMT-0400 (EDT),2017-07-22,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
11455397,2011/07/05 4:20 PM PDT,2011-07-05,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
11455429,Thu Aug 10 2017 11:32:31 GMT-0700 (PDT),2017-08-10,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
11459130,Wed Aug 16 2017 03:25:27 GMT+0200 (GMT+2),2017-08-16,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
11567812,Thu Apr 26 2018 19:20:31 GMT-0700 (PDT),2018-04-26,Turdus migratorius,American Robin,Yosemite National Park
11696957,Wed Apr 25 2018 14:27:54 GMT-0700 (PDT),2018-04-25,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
11837621,2017/04/15 12:36 PM UTC,2017-04-15,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
11837783,2017/04/15 12:14 PM UTC,2017-04-15,Dryobates albolarvatus,White-headed Woodpecker,Yosemite National Park
11840374,Sun Apr 29 2018 12:30:42 GMT-0700 (PDT),2018-04-29,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
12243345,Sun May 06 2018 14:36:45 GMT-0700 (PDT),2018-05-06,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
12286967,2018/05/08 7:41 AM PDT,2018-05-08,Nucifraga columbiana,Clark's Nutcracker,Yosemite National Park
12286971,2018/05/08 7:48 AM PDT,2018-05-08,Spinus pinus,Pine Siskin,Yosemite National Park
12286974,2018/05/08 7:40 AM PDT,2018-05-08,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
12362135,Fri May 11 2018 14:19:16 GMT-0700 (PDT),2018-05-11,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
12441700,2018/05/11 5:25 PM PDT,2018-05-11,Molothrus ater,Brown-headed Cowbird,Yosemite National Park
12441701,2018/05/12 10:46 AM PDT,2018-05-12,Turdus migratorius,American Robin,Yosemite National Park
12451409,2018-05-11 2:29:54 PM PDT,2018-05-11,Turdus migratorius,American Robin,Yosemite National Park
12451412,2018-05-13 1:26:52 PM PDT,2018-05-13,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
12468570,Mon May 14 2018 15:34:06 GMT-0700 (PDT),2018-05-14,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
12472805,2018/05/11 4:00 PM PDT,2018-05-11,Dryocopus pileatus,Pileated Woodpecker,Yosemite National Park
12472826,2018/05/11 11:06 AM PDT,2018-05-11,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
12537199,2018/05/16 1:52 AM EDT,2018-05-16,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
12697624,2017-09-17,2017-09-17,Melanerpes formicivorus,Acorn Woodpecker,Yosemite National Park
12723509,2015/01/24 2:51 PM EST,2015-01-24,Corvus corax,Common Raven,Yosemite National Park
12776894,Tue May 22 2018 11:50:50 GMT-0700 (PDT),2018-05-22,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
12788857,Thu May 24 2018 13:08:00 GMT-0700 (PDT),2018-05-24,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,Yosemite National Park
12830823,2018/05/21 4:02 PM PDT,2018-05-21,Meleagris gallopavo,Wild Turkey,Yosemite National Park
12831191,2018/05/22 10:59 AM PDT,2018-05-22,Turdus migratorius,American Robin,Yosemite National Park
12875428,Sun May 27 2018 16:49:19 GMT-0700 (PDT),2018-05-27,Turdus migratorius,American Robin,Yosemite National Park
12883582,2012-06-09 2:48:12 PM EDT,2012-06-09,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
12909585,2018/05/21 1:32 AM PDT,2018-05-21,Corvus corax,Common Raven,Yosemite National Park
12909586,2018/05/21 1:38 AM PDT,2018-05-21,Turdus migratorius,American Robin,Yosemite National Park
12909910,2018/05/21 7:39 PM PDT,2018-05-21,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
12909913,2018/05/21 11:08 PM PDT,2018-05-21,Turdus migratorius,American Robin,Yosemite National Park
12910418,2018/05/22 5:34 PM PDT,2018-05-22,Turdus migratorius,American Robin,Yosemite National Park
12910624,2018/05/22 9:54 PM PDT,2018-05-22,Turdus migratorius,American Robin,Yosemite National Park
12910625,2018/05/23 12:33 AM PDT,2018-05-23,Buteo jamaicensis,Red-tailed Hawk,Yosemite National Park
12910628,2018/05/23 1:43 AM PDT,2018-05-23,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
12910906,2018/05/23 5:53 AM PDT,2018-05-23,Dryobates albolarvatus,White-headed Woodpecker,Yosemite National Park
12911220,2018/05/23 11:44 PM PDT,2018-05-23,Piranga ludoviciana,Western Tanager,Yosemite National Park
12911221,2018/05/24 12:26 AM PDT,2018-05-24,Piranga ludoviciana,Western Tanager,Yosemite National Park
12911222,2018/05/24 3:17 AM PDT,2018-05-24,Dryocopus pileatus,Pileated Woodpecker,Yosemite National Park
12911359,2018/05/24 8:30 PM PDT,2018-05-24,Turdus migratorius,American Robin,Yosemite National Park
12911360,2018/05/24 8:34 PM PDT,2018-05-24,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
12911362,2018/05/24 9:03 PM PDT,2018-05-24,Turdus migratorius,American Robin,Yosemite National Park
12928774,2018/05/22 12:44 PM PDT,2018-05-22,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
13014655,2018/05/23 8:37 AM PDT,2018-05-23,Pheucticus melanocephalus,Black-headed Grosbeak,Yosemite National Park
13014656,2018/05/23 9:06 AM PDT,2018-05-23,Melanerpes formicivorus,Acorn Woodpecker,Yosemite National Park
13014659,2018/05/23 10:01 AM PDT,2018-05-23,Buteo lineatus,Red-shouldered Hawk,Yosemite National Park
13014661,2018/05/23 10:08 AM PDT,2018-05-23,Anas platyrhynchos,Mallard,Yosemite National Park
13014672,2018/05/23 1:45 PM PDT,2018-05-23,Piranga ludoviciana,Western Tanager,Yosemite National Park
13045416,2018/05/25 1:59 PM PDT,2018-05-25,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
13045417,2018/05/25 2:38 PM PDT,2018-05-25,Contopus sordidulus,Western Wood-Pewee,Yosemite National Park
13045420,2018/05/26 9:45 AM PDT,2018-05-26,Melospiza melodia,Song Sparrow,Yosemite National Park
13045440,2018/05/23 8:38 AM PDT,2018-05-23,Pheucticus melanocephalus,Black-headed Grosbeak,Yosemite National Park
13065137,Thu May 10 2018 14:23:27 GMT-0500 (CDT),2018-05-10,Corvus corax,Common Raven,Yosemite National Park
13118608,2017/05/31 7:56 AM PDT,2017-05-31,Haliaeetus leucocephalus,Bald Eagle,Yosemite National Park
13118609,2017/05/31 8:30 AM PDT,2017-05-31,Glaucidium gnoma,Northern Pygmy-Owl,Yosemite National Park
13118614,2017/05/31 7:59 AM PDT,2017-05-31,Dryobates villosus,Hairy Woodpecker,Yosemite National Park
13118816,2017/05/31 8:28 AM PDT,2017-05-31,Contopus sordidulus,Western Wood-Pewee,Yosemite National Park
13134044,2018/06/02 6:23 PM PDT,2018-06-02,Turdus migratorius,American Robin,Yosemite National Park
13134296,2018/06/02 8:09 PM PDT,2018-06-02,Pheucticus melanocephalus,Black-headed Grosbeak,Yosemite National Park
13212079,Thu Jun 07 2018 12:08:23 GMT-0700 (PDT),2018-06-07,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
13219960,Thu Jun 07 2018 17:24:30 GMT-0700 (PDT),2018-06-07,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
13229741,Sun Jun 03 2018 21:18:24 GMT-0400 (AST),2018-06-03,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
13244996,Tue Jun 05 2018 11:26:09 GMT-0700 (PDT),2018-06-05,Strix nebulosa,Great Gray Owl,Yosemite National Park
13296294,Tue Aug 22 2017 08:18:26 GMT-0400 (AST),2017-08-22,Piranga ludoviciana,Western Tanager,Yosemite National Park
13321487,Sun Jul 23 2017 17:13:25 GMT-0400 (EDT),2017-07-23,Strix occidentalis,Spotted Owl,Yosemite National Park
13322002,2018/06/06 3:12 PM PDT,2018-06-06,Setophaga coronata,Yellow-rumped Warbler,Yosemite National Park
13347013,2018/06/10 3:13 PM PDT,2018-06-10,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
