id,observed_on_string,observed_on,time_observed_at,scientific_name,common_name,iconic_taxon_name
133983558,2022-09-05 13:59:30,2022-09-05,2022-09-05 20:59:30 +0000,Petrochelidon pyrrhonota,Cliff Swallow,Aves
134038510,Tue Sep 06 2022 08:37:41 GMT -0700 (PDT),2022-09-06,2022-09-06 15:37:41 +0000,Cyanocitta stelleri,Steller's Jay,Aves
134046015,2022/09/03 2:56 PM,2022-09-03,2022-09-03 21:56:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
134197039,2022-09-03 10:43:08-07:00,2022-09-03,2022-09-03 17:43:08 +0000,Dryobates villosus,Hairy Woodpecker,Aves
134261672,2022-09-06 14:34:56-07:00,2022-09-06,2022-09-06 21:34:56 +0000,Cinclus mexicanus,American Dipper,Aves
134295656,2022-09-08 14:35:04-07:00,2022-09-08,2022-09-08 21:35:04 +0000,Corvus brachyrhynchos,American Crow,Aves
134458208,2016/05/15 11:05 AM,2016-05-15,2016-05-15 18:05:00 +0000,Calidris minutilla,Least Sandpiper,Aves
134473354,2022/09/01 12:40 PM,2022-09-01,2022-09-01 19:40:00 +0000,Cyanocitta stelleri,Steller's Jay,Aves
134475976,2022/09/02 5:27 PM,2022-09-02,2022-09-03 00:27:00 +0000,Pelecanus occidentalis,Brown Pelican,Aves
134475977,2022/09/02 5:28 PM,2022-09-02,2022-09-03 00:28:00 +0000,Pelecanus occidentalis,Brown Pelican,Aves
134477405,2022/09/03 11:06 AM,2022-09-03,2022-09-03 18:06:00 +0000,Larus glaucescens,Glaucous-winged Gull,Aves
134478788,2022/09/03 2:52 PM,2022-09-03,2022-09-03 21:52:00 +0000,Pelecanus occidentalis,Brown Pelican,Aves
134500846,2008/04/02 1:44 PM,2008-04-02,2008-04-02 20:44:00 +0000,Branta canadensis,Canada Goose,Aves
134520001,2021/07/26 2:33 PM,2021-07-26,2021-07-26 21:33:00 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
134659616,2022-09-11 16:16:09,2022-09-11,2022-09-11 23:16:09 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
134735688,2022-09-10 15:09:33-07:00,2022-09-10,2022-09-10 22:09:33 +0000,Junco hyemalis,Dark-eyed Junco,Aves
134736446,2022-09-10 19:10:34-07:00,2022-09-10,2022-09-11 02:10:34 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
134817369,2022/09/09 5:58 PM,2022-09-09,2022-09-10 00:58:00 +0000,Perisoreus canadensis,Canada Jay,Aves
134817374,2022/09/09 6:13 PM,2022-09-09,2022-09-10 01:13:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
135061443,2022/07/28 3:25 PM,2022-07-28,2022-07-28 22:25:00 +0000,Corvus corax,Common Raven,Aves
135061457,2022/07/28 5:45 PM,2022-07-28,2022-07-29 00:45:00 +0000,Larus heermanni,Heermann's Gull,Aves
135061463,2022/07/28 4:10 PM,2022-07-28,2022-07-28 23:10:00 +0000,Larus glaucescens × occidentalis,Olympic Gull,Aves
135061464,2022/07/28 4:24 PM,2022-07-28,2022-07-28 23:24:00 +0000,Larus occidentalis,Western Gull,Aves
135061470,2022/07/28 4:24 PM,2022-07-28,2022-07-28 23:24:00 +0000,Larus occidentalis,Western Gull,Aves
135061476,2022/07/28 4:43 PM,2022-07-28,2022-07-28 23:43:00 +0000,Calidris mauri,Western Sandpiper,Aves
135061485,2022/07/28 5:06 PM,2022-07-28,2022-07-29 00:06:00 +0000,Cepphus columba,Pigeon Guillemot,Aves
135061493,2022/07/28 2:54 PM,2022-07-28,2022-07-28 21:54:00 +0000,Nannopterum auritum,Double-crested Cormorant,Aves
135061494,2022/07/28 3:38 PM,2022-07-28,2022-07-28 22:38:00 +0000,Turdus migratorius,American Robin,Aves
135061497,2022/07/28 5:26 PM,2022-07-28,2022-07-29 00:26:00 +0000,Charadrius semipalmatus,Semipalmated Plover,Aves
135184824,2022/09/04 12:28 PM,2022-09-04,2022-09-04 19:28:00 +0000,Corvus corax,Common Raven,Aves
135184825,2022/09/04 12:30 PM,2022-09-04,2022-09-04 19:30:00 +0000,Corvus brachyrhynchos,American Crow,Aves
135188201,2022/09/05 12:50 PM,2022-09-05,2022-09-05 19:50:00 +0000,Pelecanus occidentalis,Brown Pelican,Aves
135188207,2022/09/05 1:29 PM,2022-09-05,2022-09-05 20:29:00 +0000,Corvus brachyrhynchos,American Crow,Aves
135188211,2022/09/05 1:35 PM,2022-09-05,2022-09-05 20:35:00 +0000,Larus californicus,California Gull,Aves
135188213,2022/09/05 1:35 PM,2022-09-05,2022-09-05 20:35:00 +0000,Larus californicus,California Gull,Aves
135188357,2022/09/05 1:37 PM,2022-09-05,2022-09-05 20:37:00 +0000,Larus californicus,California Gull,Aves
135188362,2022/09/05 2:08 PM,2022-09-05,2022-09-05 21:08:00 +0000,Corvus brachyrhynchos,American Crow,Aves
135188363,2022/09/05 2:07 PM,2022-09-05,2022-09-05 21:07:00 +0000,Petrochelidon pyrrhonota,Cliff Swallow,Aves
135188366,2022/09/05 2:19 PM,2022-09-05,2022-09-05 21:19:00 +0000,Hirundo rustica,Barn Swallow,Aves
135188367,2022/09/05 2:19 PM,2022-09-05,2022-09-05 21:19:00 +0000,Hirundo rustica,Barn Swallow,Aves
135189449,2022/09/06 8:23 AM,2022-09-06,2022-09-06 15:23:00 +0000,Corvus brachyrhynchos,American Crow,Aves
135231552,2022-09-02 18:18:09-07:00,2022-09-02,2022-09-03 01:18:09 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
135292146,2022-09-10 11:53:34 AM PDT,2022-09-10,2022-09-10 18:53:34 +0000,Perisoreus canadensis,Canada Jay,Aves
135292218,2022-09-10 11:53:34 AM PDT,2022-09-10,2022-09-10 18:53:34 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
135303752,2021/06/07 4:00 PM,2021-06-07,2021-06-07 23:00:00 +0000,Bombycilla cedrorum,Cedar Waxwing,Aves
135303754,2021/06/07 4:19 PM,2021-06-07,2021-06-07 23:19:00 +0000,Leiothlypis celata,Orange-crowned Warbler,Aves
135303755,2021/06/07 4:20 PM,2021-06-07,2021-06-07 23:20:00 +0000,Bombycilla cedrorum,Cedar Waxwing,Aves
135326233,2022-09-08 4:57:59 PM PDT,2022-09-08,2022-09-08 23:57:59 +0000,Perisoreus canadensis,Canada Jay,Aves
135333185,2022-08-08 16:53:40-07:00,2022-08-08,2022-08-08 23:53:40 +0000,Contopus cooperi,Olive-sided Flycatcher,Aves
135341966,2022-09-02 19:25:39-07:00,2022-09-02,2022-09-03 02:25:39 +0000,Perisoreus canadensis,Canada Jay,Aves
135435086,2022/09/15 4:16 PM,2022-09-15,2022-09-15 23:16:00 +0000,Charadrius vociferus,Killdeer,Aves
135435087,2022/09/15 4:17 PM,2022-09-15,2022-09-15 23:17:00 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
135738454,2022-09-18,2022-09-18,,Corvus corax,Common Raven,Aves
135738773,2022-09-18,2022-09-18,,Cinclus mexicanus,American Dipper,Aves
135753507,2022/09/19 1:08 PM,2022-09-19,2022-09-19 20:08:00 +0000,Cinclus mexicanus,American Dipper,Aves
135958224,2022/09/09 9:09 AM,2022-09-09,2022-09-09 16:09:00 +0000,Perisoreus canadensis,Canada Jay,Aves
135958711,2022/09/09 10:15 AM,2022-09-09,2022-09-09 17:15:00 +0000,Dryobates villosus,Hairy Woodpecker,Aves
135977555,2022/09/11 12:18 PM,2022-09-11,2022-09-11 19:18:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
136236458,2022-09-10 12:46:55,2022-09-10,2022-09-10 19:46:55 +0000,Cyanocitta stelleri,Steller's Jay,Aves
136386294,2022/09/21 10:31 AM,2022-09-21,2022-09-21 17:31:00 +0000,Circus hudsonius,Northern Harrier,Aves
136472196,2022/07/08 5:30 PM,2022-07-08,2022-07-09 00:30:00 +0000,Anthus rubescens,American Pipit,Aves
136852910,2022/09/27 2:42 PM,2022-09-27,2022-09-27 21:42:00 +0000,Larus californicus,California Gull,Aves
136992621,2022/09/21 10:48 AM,2022-09-21,2022-09-21 17:48:00 +0000,Eremophila alpestris,Horned Lark,Aves
137043829,2022-09-10 16:40:23-07:00,2022-09-10,2022-09-10 23:40:23 +0000,Perisoreus canadensis,Canada Jay,Aves
137299171,2022/06/16 11:43 AM,2022-06-16,2022-06-16 18:43:00 +0000,Mergus serrator,Red-breasted Merganser,Aves
137300706,2022/06/16 11:48 AM,2022-06-16,2022-06-16 18:48:00 +0000,Agelaius phoeniceus,Red-winged Blackbird,Aves
137318888,Sun Oct 02 2022 09:22:56 GMT -0700 (PDT),2022-10-02,2022-10-02 16:22:56 +0000,Dryobates villosus,Hairy Woodpecker,Aves
137341464,2022-09-26 07:58:05,2022-09-26,2022-09-26 14:58:05 +0000,Sphyrapicus ruber,Red-breasted Sapsucker,Aves
137383665,2022-10-02 16:21:37,2022-10-02,2022-10-02 23:21:37 +0000,Perisoreus canadensis,Canada Jay,Aves
137716686,2022/04/02 3:29 PM,2022-04-02,2022-04-02 22:29:00 +0000,Corvus corax,Common Raven,Aves
137750214,2022/04/02 5:32 PM,2022-04-02,2022-04-03 00:32:00 +0000,Turdus migratorius,American Robin,Aves
137750216,2022/04/02 5:33 PM,2022-04-02,2022-04-03 00:33:00 +0000,Turdus migratorius,American Robin,Aves
137750217,2022/04/02 5:34 PM,2022-04-02,2022-04-03 00:34:00 +0000,Turdus migratorius,American Robin,Aves
137750220,2022/04/02 5:34 PM,2022-04-02,2022-04-03 00:34:00 +0000,Turdus migratorius,American Robin,Aves
137750222,2022/04/02 5:40 PM,2022-04-02,2022-04-03 00:40:00 +0000,Cathartes aura,Turkey Vulture,Aves
137750224,2022/04/02 6:57 PM,2022-04-02,2022-04-03 01:57:00 +0000,Ardea herodias,Great Blue Heron,Aves
138113485,2022/07/30 11:47 AM,2022-07-30,2022-07-30 18:47:00 +0000,Anas platyrhynchos,Mallard,Aves
138284941,2022-10-08 16:15:25-07:00,2022-10-08,2022-10-08 23:15:25 +0000,Arenaria melanocephala,Black Turnstone,Aves
138313555,2022-10-09 14:24:58-07:00,2022-10-09,2022-10-09 21:24:58 +0000,Colaptes auratus,Northern Flicker,Aves
138314734,2022-10-09 15:49:44-07:00,2022-10-09,2022-10-09 22:49:44 +0000,Troglodytes pacificus,Pacific Wren,Aves
138378739,2022-10-09 10:45:16-07:00,2022-10-09,2022-10-09 17:45:16 +0000,Gavia immer,Common Loon,Aves
138379451,2022-10-09 14:15:37-06:00,2022-10-09,2022-10-09 20:15:37 +0000,Corvus brachyrhynchos,American Crow,Aves
138564758,2022-10-10 17:18:22-06:00,2022-10-10,2022-10-10 23:18:22 +0000,Cyanocitta stelleri,Steller's Jay,Aves
138567350,2022-10-11 09:54:56-06:00,2022-10-11,2022-10-11 15:54:56 +0000,Haematopus bachmani,Black Oystercatcher,Aves
138567712,2022-10-11 10:14:21-06:00,2022-10-11,2022-10-11 16:14:21 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
138567794,2022-10-11 10:31:29-06:00,2022-10-11,2022-10-11 16:31:29 +0000,Troglodytes pacificus,Pacific Wren,Aves
138646241,Thu Oct 13 2022 10:52:25 GMT -0700 (PDT),2022-10-13,2022-10-13 17:52:25 +0000,Corvus brachyrhynchos,American Crow,Aves
138681527,2022-10-12 07:56:32-07:00,2022-10-12,2022-10-12 14:56:32 +0000,Cyanocitta stelleri,Steller's Jay,Aves
138762995,Thu Oct 13 2022 16:36:46 GMT -0700 (PDT),2022-10-13,2022-10-13 23:36:46 +0000,Pelecanus occidentalis,Brown Pelican,Aves
138994267,2022/10/08 5:03 PM,2022-10-08,2022-10-09 00:03:00 +0000,Cyanocitta stelleri,Steller's Jay,Aves
139292106,2022/10/17 11:42 AM,2022-10-17,2022-10-17 18:42:00 +0000,Astur cooperii,Cooper's Hawk,Aves
139384496,2022-10-15 09:22:18,2022-10-15,2022-10-15 16:22:18 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
139486097,2022/10/01 12:31 PM,2022-10-01,2022-10-01 19:31:00 +0000,Turdus migratorius,American Robin,Aves
139661116,2022-10-17 07:59:11-07:00,2022-10-17,2022-10-17 14:59:11 +0000,Mergus merganser,Common Merganser,Aves
139662541,2022/10/09 12:27 PM,2022-10-09,2022-10-09 19:27:00 +0000,Larus californicus,California Gull,Aves
139765989,2009/08/22 6:13 PM,2009-08-22,2009-08-23 01:13:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
139765991,2009/08/24 1:01 AM,2009-08-24,2009-08-24 08:01:00 +0000,Cinclus mexicanus,American Dipper,Aves
139765994,2009/08/22 9:00 PM,2009-08-22,2009-08-23 04:00:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
139936818,2022/10/23 1:59 PM,2022-10-23,2022-10-23 20:59:00 +0000,Cinclus mexicanus,American Dipper,Aves
139991837,2009/06/15 2:17 PM,2009-06-15,2009-06-15 21:17:00 +0000,Eremophila alpestris,Horned Lark,Aves
140203890,2022-08-11 14:08:03-07:00,2022-08-11,2022-08-11 21:08:03 +0000,Dryobates villosus,Hairy Woodpecker,Aves
140367564,2022/08/29 5:08 PM,2022-08-29,2022-08-30 00:08:00 +0000,Junco hyemalis,Dark-eyed Junco,Aves
140368082,2022/08/31 11:02 AM,2022-08-31,2022-08-31 18:02:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow,Aves
140894611,2021-07-29 12:00:39,2021-07-29,2021-07-29 19:00:39 +0000,Histrionicus histrionicus,Harlequin Duck,Aves
141122882,2022-06-25 15:45:00-07:00,2022-06-25,2022-06-25 22:45:00 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
141380496,2022-11-06 10:05:09,2022-11-06,2022-11-06 18:05:09 +0000,Corvus brachyrhynchos,American Crow,Aves
141539598,2022/11/08 4:15 PM,2022-11-08,2022-11-09 00:15:00 +0000,Cyanocitta stelleri,Steller's Jay,Aves
141539601,2022/11/08 4:23 PM,2022-11-08,2022-11-09 00:23:00 +0000,Zonotrichia atricapilla,Golden-crowned Sparrow,Aves
141540423,2022/11/08 5:02 PM,2022-11-08,2022-11-09 01:02:00 +0000,Regulus satrapa,Golden-crowned Kinglet,Aves
141541079,2022/11/08 5:38 PM,2022-11-08,2022-11-09 01:38:00 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
141619891,2022/10/16 1:17 PM,2022-10-16,2022-10-16 20:17:00 +0000,Branta canadensis,Canada Goose,Aves
141619896,2022/10/16 1:28 PM,2022-10-16,2022-10-16 20:28:00 +0000,Larus glaucescens,Glaucous-winged Gull,Aves
141619897,2022/10/16 1:29 PM,2022-10-16,2022-10-16 20:29:00 +0000,Melanitta perspicillata,Surf Scoter,Aves
141619900,2022/10/16 1:34 PM,2022-10-16,2022-10-16 20:34:00 +0000,Gavia stellata,Red-throated Loon,Aves
141619909,2022/10/16 1:52 PM,2022-10-16,2022-10-16 20:52:00 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
141619910,2022/10/16 2:04 PM,2022-10-16,2022-10-16 21:04:00 +0000,Branta canadensis,Canada Goose,Aves
141633286,2022/10/16 5:02 PM,2022-10-16,2022-10-17 00:02:00 +0000,Junco hyemalis,Dark-eyed Junco,Aves
141633311,2022/10/16 5:45 PM,2022-10-16,2022-10-17 00:45:00 +0000,Poecile rufescens,Chestnut-backed Chickadee,Aves
141633312,2022/10/16 5:45 PM,2022-10-16,2022-10-17 00:45:00 +0000,Regulus satrapa,Golden-crowned Kinglet,Aves
141633313,2022/10/16 5:45 PM,2022-10-16,2022-10-17 00:45:00 +0000,Poecile rufescens,Chestnut-backed Chickadee,Aves
141633336,2022/10/16 6:09 PM,2022-10-16,2022-10-17 01:09:00 +0000,Perisoreus canadensis,Canada Jay,Aves
141633343,2022/10/16 6:37 PM,2022-10-16,2022-10-17 01:37:00 +0000,Anas platyrhynchos,Mallard,Aves
141678821,2022-09-04 13:02:59,2022-09-04,2022-09-04 20:02:59 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
141723950,2012/03/30 5:32 PM,2012-03-30,2012-03-31 00:32:00 +0000,Cinclus mexicanus,American Dipper,Aves
141893085,2022-11-10 13:41:49-08:00,2022-11-10,2022-11-10 21:41:49 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
142320721,2006/06/10 10:52 AM,2006-06-10,2006-06-10 17:52:00 +0000,Turdus migratorius,American Robin,Aves
142369892,2009/06/15 9:17 AM,2009-06-15,2009-06-15 16:17:00 +0000,Corvus brachyrhynchos,American Crow,Aves
142372458,2001-04-14 06:57:00-08:00,2001-04-14,2001-04-14 14:57:00 +0000,Dryobates villosus,Hairy Woodpecker,Aves
142372793,2001-04-14 07:04:00-08:00,2001-04-14,2001-04-14 15:04:00 +0000,Junco hyemalis,Dark-eyed Junco,Aves
142625730,2022-11-21 14:34:20-08:00,2022-11-21,2022-11-21 22:34:20 +0000,Dryobates villosus,Hairy Woodpecker,Aves
142638366,2009/06/14 6:26 PM,2009-06-14,2009-06-15 01:26:00 +0000,Troglodytes pacificus,Pacific Wren,Aves
142800647,2005-07-24 19:34:00-07:00,2005-07-24,2005-07-25 02:34:00 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
143131504,2022/08/20 4:47 PM,2022-08-20,2022-08-20 23:47:00 +0000,Dryobates villosus,Hairy Woodpecker,Aves
143581122,2006/06/10 10:00 AM,2006-06-10,2006-06-10 17:00:00 +0000,Junco hyemalis,Dark-eyed Junco,Aves
143660123,2006-08-26 18:38:00-07:00,2006-08-26,2006-08-27 01:38:00 +0000,Corvus corax,Common Raven,Aves
143660124,2006-08-26 19:04:00-07:00,2006-08-26,2006-08-27 02:04:00 +0000,Circus hudsonius,Northern Harrier,Aves
143685463,2006/11/12 8:22 AM,2006-11-12,2006-11-12 16:22:00 +0000,Bucephala islandica,Barrow's Goldeneye,Aves
143902055,2007/09/19 11:08 AM,2007-09-19,2007-09-19 18:08:00 +0000,Melospiza melodia,Song Sparrow,Aves
143902056,2007/09/19 11:11 AM,2007-09-19,2007-09-19 18:11:00 +0000,Junco hyemalis,Dark-eyed Junco,Aves
143902057,2007/09/19 11:14 AM,2007-09-19,2007-09-19 18:14:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
143915753,2022/10/09 9:28 AM,2022-10-09,2022-10-09 16:28:00 +0000,Perisoreus canadensis,Canada Jay,Aves
143915754,2022/10/08 9:28 AM,2022-10-08,2022-10-08 16:28:00 +0000,Junco hyemalis,Dark-eyed Junco,Aves
143915755,2022/10/09 9:28 AM,2022-10-09,2022-10-09 16:28:00 +0000,Regulus satrapa,Golden-crowned Kinglet,Aves
143915761,2022/10/09 9:28 AM,2022-10-09,2022-10-09 16:28:00 +0000,Sphyrapicus ruber,Red-breasted Sapsucker,Aves
143915763,2022/10/09 9:28 AM,2022-10-09,2022-10-09 16:28:00 +0000,Troglodytes pacificus,Pacific Wren,Aves
143919150,2022-11-22 15:03:24-08:00,2022-11-22,2022-11-22 23:03:24 +0000,Ixoreus naevius,Varied Thrush,Aves
144151498,2022/07/21 6:51 PM,2022-07-21,2022-07-22 01:51:00 +0000,Perisoreus canadensis,Canada Jay,Aves
144228176,2022/08/24 8:32 AM,2022-08-24,2022-08-24 15:32:00 +0000,Bonasa umbellus,Ruffed Grouse,Aves
144401487,2022/12/10 3:23 PM,2022-12-10,2022-12-10 23:23:00 +0000,Corvus brachyrhynchos,American Crow,Aves
144401488,2022/12/10 3:24 PM,2022-12-10,2022-12-10 23:24:00 +0000,Melanitta perspicillata,Surf Scoter,Aves
144401489,2022/12/10 3:26 PM,2022-12-10,2022-12-10 23:26:00 +0000,Nannopterum auritum,Double-crested Cormorant,Aves
144401494,2022/12/10 3:59 PM,2022-12-10,2022-12-10 23:59:00 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
144401497,2022/12/11 10:12am,2022-12-11,2022-12-11 18:12:00 +0000,Pipilo maculatus,Spotted Towhee,Aves
144401502,2022/12/11 10:27 aM,2022-12-11,2022-12-11 18:27:00 +0000,Catharus guttatus,Hermit Thrush,Aves
144401503,2022/12/11 10:41 aM,2022-12-11,2022-12-11 18:41:00 +0000,Corvus brachyrhynchos,American Crow,Aves
144401513,2022/12/11 12:10 PM,2022-12-11,2022-12-11 20:10:00 +0000,Bonasa umbellus,Ruffed Grouse,Aves
144401514,2022/12/11 12:15 PM,2022-12-11,2022-12-11 20:15:00 +0000,Corthylio calendula,Ruby-crowned Kinglet,Aves
144401515,2022/12/11 12:17 PM,2022-12-11,2022-12-11 20:17:00 +0000,Corthylio calendula,Ruby-crowned Kinglet,Aves
144401517,2022/12/11 12:19 PM,2022-12-11,2022-12-11 20:19:00 +0000,Corthylio calendula,Ruby-crowned Kinglet,Aves
144563442,2008/08/09 7:28 PM,2008-08-09,2008-08-10 02:28:00 +0000,Calidris minutilla,Least Sandpiper,Aves
144563445,2008/08/09 7:30 PM,2008-08-09,2008-08-10 02:30:00 +0000,Calidris minutilla,Least Sandpiper,Aves
144563446,2008/08/09 8:36 PM,2008-08-09,2008-08-10 03:36:00 +0000,Calidris mauri,Western Sandpiper,Aves
144563447,2008/08/10 1:42 AM,2008-08-10,2008-08-10 08:42:00 +0000,Larus heermanni,Heermann's Gull,Aves
144563449,2008/08/10 1:40 AM,2008-08-10,2008-08-10 08:40:00 +0000,Larus californicus,California Gull,Aves
144563450,2008/08/10 1:44 AM,2008-08-10,2008-08-10 08:44:00 +0000,Larus glaucescens,Glaucous-winged Gull,Aves
144563451,2008/08/10 1:49 AM,2008-08-10,2008-08-10 08:49:00 +0000,Hydroprogne caspia,Caspian Tern,Aves
144570082,2009/06/21 6:10 PM,2009-06-21,2009-06-22 01:10:00 +0000,Haematopus bachmani,Black Oystercatcher,Aves
144571750,2015/09/12 1:35 PM,2015-09-12,2015-09-12 20:35:00 +0000,Perisoreus canadensis,Canada Jay,Aves
144572590,2022-12-17 12:03:42,2022-12-17,2022-12-17 20:03:42 +0000,Cygnus buccinator,Trumpeter Swan,Aves
144577908,2018/08/18 12:05 PM,2018-08-18,2018-08-18 19:05:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
144577911,2018/08/18 12:16 PM,2018-08-18,2018-08-18 19:16:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
144577913,2018/08/18 2:24 PM,2018-08-18,2018-08-18 21:24:00 +0000,Perisoreus canadensis,Canada Jay,Aves
144645274,2022-12-17 14:14:12,2022-12-17,2022-12-17 22:14:12 +0000,Regulus satrapa,Golden-crowned Kinglet,Aves
144763332,2009/11/01 12:45 PM,2009-11-01,2009-11-01 20:45:00 +0000,Cinclus mexicanus,American Dipper,Aves
144763336,2009/11/01 2:27 PM,2009-11-01,2009-11-01 22:27:00 +0000,Ixoreus naevius,Varied Thrush,Aves
144763337,2009/11/01 2:45 PM,2009-11-01,2009-11-01 22:45:00 +0000,Dryobates villosus,Hairy Woodpecker,Aves
144763700,2009/12/12 10:52 AM,2009-12-12,2009-12-12 18:52:00 +0000,Anas platyrhynchos,Mallard,Aves
144763701,2009/12/12 10:53 AM,2009-12-12,2009-12-12 18:53:00 +0000,Lophodytes cucullatus,Hooded Merganser,Aves
144763702,2009/12/12 11:35 AM,2009-12-12,2009-12-12 19:35:00 +0000,Cinclus mexicanus,American Dipper,Aves
144763704,2009/12/12 1:29 PM,2009-12-12,2009-12-12 21:29:00 +0000,Cinclus mexicanus,American Dipper,Aves
144763706,2009/12/12 3:15 PM,2009-12-12,2009-12-12 23:15:00 +0000,Troglodytes pacificus,Pacific Wren,Aves
144797926,2004/10/03 23:19,2004-10-03,2004-10-04 06:19:00 +0000,Perisoreus canadensis,Canada Jay,Aves
144797932,2004/10/03 23:22,2004-10-03,2004-10-04 06:22:00 +0000,Perisoreus canadensis,Canada Jay,Aves
145233709,2022-03-23 17:23:00-07:00,2022-03-23,2022-03-24 00:23:00 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
145458449,2021-09-11 08:28:00-07:00,2021-09-11,2021-09-11 15:28:00 +0000,Corvus corax,Common Raven,Aves
145462686,2022-06-03 11:02:56-07:00,2022-06-03,2022-06-03 18:02:56 +0000,Mergus merganser,Common Merganser,Aves
145518555,2022/10/17 9:41 AM,2022-10-17,2022-10-17 16:41:00 +0000,Bonasa umbellus,Ruffed Grouse,Aves
145978518,2023-01-06 10:50:42,2023-01-06,2023-01-06 18:50:42 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
146054433,2016/09/03 9:28 PM,2016-09-03,2016-09-04 04:28:00 +0000,Corvus corax,Common Raven,Aves
146055551,2016/09/03 11:23 PM,2016-09-03,2016-09-04 06:23:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow,Aves
146060179,2016/09/05 2:12 AM,2016-09-05,2016-09-05 09:12:00 +0000,Anas platyrhynchos,Mallard,Aves
146284376,2022-10-01 09:54:58,2022-10-01,2022-10-01 16:54:58 +0000,Buteo jamaicensis,Red-tailed Hawk,Aves
146284600,2022-09-28 13:20:34,2022-09-28,2022-09-28 20:20:34 +0000,Dryocopus pileatus,Pileated Woodpecker,Aves
146285168,2022-10-01 09:35:09,2022-10-01,2022-10-01 16:35:09 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
146285274,2022-10-03 10:40:22,2022-10-03,2022-10-03 17:40:22 +0000,Pelecanus occidentalis,Brown Pelican,Aves
146285313,2022-10-03 11:07:59,2022-10-03,2022-10-03 18:07:59 +0000,Branta hutchinsii,Cackling Goose,Aves
146369511,2015-07-29 21:23:41,2015-07-29,2015-07-30 04:23:41 +0000,Calidris mauri,Western Sandpiper,Aves
146370967,2015-07-29 19:01:59,2015-07-29,2015-07-30 02:01:59 +0000,Corvus brachyrhynchos,American Crow,Aves
146504395,2017/06/25 8:58 AM,2017-06-25,2017-06-25 15:58:00 +0000,Anas platyrhynchos,Mallard,Aves
146549242,Sat Jan 14 2023 14:02:06 GMT -0500 (EST),2023-01-14,2023-01-14 22:02:06 +0000,Passer domesticus,House Sparrow,Aves
146635569,2017/07/25 19:57,2017-07-25,2017-07-26 02:57:00 +0000,Ixoreus naevius,Varied Thrush,Aves
146635699,2017/07/25 18:30,2017-07-25,2017-07-26 01:30:00 +0000,Spinus pinus,Pine Siskin,Aves
146635772,2017/07/25 16:35,2017-07-25,2017-07-25 23:35:00 +0000,Aquila chrysaetos,Golden Eagle,Aves
146635815,2017/07/24 18:01,2017-07-24,2017-07-25 01:01:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow,Aves
146635871,2017/07/25 18:50,2017-07-25,2017-07-26 01:50:00 +0000,Spizella passerina,Chipping Sparrow,Aves
146636364,2017/07/25 16:05,2017-07-25,2017-07-25 23:05:00 +0000,Anthus rubescens,American Pipit,Aves
146636400,2017/07/25 17:44,2017-07-25,2017-07-26 00:44:00 +0000,Eremophila alpestris,Horned Lark,Aves
146636503,2017/07/25 16:28,2017-07-25,2017-07-25 23:28:00 +0000,Corvus corax,Common Raven,Aves
146636661,2017/07/24 15:51,2017-07-24,2017-07-24 22:51:00 +0000,Junco hyemalis,Dark-eyed Junco,Aves
146906048,2022/08/22 6:13 PM,2022-08-22,2022-08-23 01:13:00 +0000,Pelecanus occidentalis,Brown Pelican,Aves
146906050,2022/08/22 1:46 PM,2022-08-22,2022-08-22 20:46:00 +0000,Corvus corax,Common Raven,Aves
147117180,2023-01-21 13:02:52-08:00,2023-01-21,2023-01-21 21:02:52 +0000,Perisoreus canadensis,Canada Jay,Aves
147548199,2010/02/21 1:23 PM,2010-02-21,2010-02-21 21:23:00 +0000,Larus glaucescens × occidentalis,Olympic Gull,Aves
147634785,2010/09/11 12:05 PM,2010-09-11,2010-09-11 19:05:00 +0000,Troglodytes pacificus,Pacific Wren,Aves
