id,observed_on_string,observed_on,user_login,scientific_name,common_name
118270800,2022-05-22 12:04:23,2022-05-22,elle93,Cyanocitta stelleri,Steller's Jay
118270827,2022-05-22 12:05:19,2022-05-22,elle93,Turdus migratorius,American Robin
118270846,2022-05-22 12:10:05,2022-05-22,elle93,Junco hyemalis,Dark-eyed Junco
118298474,2022-05-21 11:47:08-07:00,2022-05-21,patricia541,Cinclus mexicanus,American Dipper
118301914,2022-05-21 11:28:41-07:00,2022-05-21,patricia541,Oreortyx pictus,Mountain Quail
118303107,2022-05-20 16:08:35-07:00,2022-05-20,patricia541,Piranga ludoviciana,Western Tanager
118303671,2022-05-20 09:52:32-07:00,2022-05-20,patricia541,Euphagus cyanocephalus,Brewer's Blackbird
118307067,2022-05-22 18:52:11-07:00,2022-05-22,susanfawcett,Dryobates albolarvatus,White-headed Woodpecker
118307932,2022-05-22 18:58:49-07:00,2022-05-22,susanfawcett,Dryobates villosus,Hairy Woodpecker
118309714,2022-05-04 11:41:50-07:00,2022-05-04,susanhschwartz,Mergus merganser,Common Merganser
118411809,2022/05/22 11:28 AM,2022-05-22,bethpratt1,Setophaga coronata,Yellow-rumped Warbler
118411812,2022/05/22 11:39 AM,2022-05-22,bethpratt1,Spinus pinus,Pine Siskin
118411818,2022/05/22 12:22 PM,2022-05-22,bethpratt1,Sialia currucoides,Mountain Bluebird
118411821,2022/05/22 12:25 PM,2022-05-22,bethpratt1,Nucifraga columbiana,Clark's Nutcracker
118411823,2022/05/22 12:41 PM,2022-05-22,bethpratt1,Anas platyrhynchos,Mallard
118411828,2022/05/22 1:24 PM,2022-05-22,bethpratt1,Setophaga coronata,Yellow-rumped Warbler
118411839,2022/05/22 3:29 PM,2022-05-22,bethpratt1,Turdus migratorius,American Robin
118411840,2022/05/22 3:46 PM,2022-05-22,bethpratt1,Corvus corax,Common Raven
118411846,2022/05/22 4:41 PM,2022-05-22,bethpratt1,Anas platyrhynchos,Mallard
118477188,2022-05-20 16:47:30-07:00,2022-05-20,ibuffal,Piranga ludoviciana,Western Tanager
118573179,2022-05-24 13:13:35-07:00,2022-05-24,susanfawcett,Pheucticus melanocephalus,Black-headed Grosbeak
118573215,2022-05-24 13:33:11-07:00,2022-05-24,susanfawcett,Setophaga nigrescens,Black-throated Gray Warbler
118610934,2022-05-24 13:02:13-07:00,2022-05-24,clifechris,Molothrus ater,Brown-headed Cowbird
118689299,2022-05-15 10:54:23-07:00,2022-05-15,frankf,Poecile gambeli,Mountain Chickadee
118689415,2022-05-15 10:52:11-07:00,2022-05-15,frankf,Pipilo chlorurus,Green-tailed Towhee
118712989,2022/05/23 4:38 PM,2022-05-23,rparker,Dendragapus fuliginosus,Sooty Grouse
118716429,2022-05-22 12:39:37-07:00,2022-05-22,rangerwild,Contopus sordidulus,Western Wood-Pewee
118717008,2022-05-22 13:00:27-07:00,2022-05-22,rangerwild,Empidonax oberholseri,Dusky Flycatcher
118717130,2022-05-22 13:06:05-07:00,2022-05-22,rangerwild,Empidonax oberholseri,Dusky Flycatcher
118734313,2022-05-22 14:20:28-07:00,2022-05-22,rangerwild,Geothlypis tolmiei,MacGillivray's Warbler
118734789,2022-05-22 14:45:37-07:00,2022-05-22,rangerwild,Polioptila caerulea,Blue-gray Gnatcatcher
118736449,2022-05-22 15:02:36-07:00,2022-05-22,rangerwild,Aphelocoma californica,California Scrub-Jay
118820835,2022-05-20 13:51:14-08:00,2022-05-20,walshjo4,Pandion haliaetus,Osprey
118964418,2022-05-19 16:08:22-08:00,2022-05-19,rangerwild,Patagioenas fasciata,Band-tailed Pigeon
119000170,2022-05-27 10:04:23-07:00,2022-05-27,yazad3,Cyanocitta stelleri,Steller's Jay
119000192,2022-05-27 10:36:33-07:00,2022-05-27,yazad3,Cyanocitta stelleri,Steller's Jay
119000396,2022-05-27 10:38:51-07:00,2022-05-27,yazad3,Dryobates albolarvatus,White-headed Woodpecker
119000533,2022-05-27 11:27:12-07:00,2022-05-27,yazad3,Corvus corax,Common Raven
119000993,2022-05-27 13:11:23-07:00,2022-05-27,yazad3,Melanerpes formicivorus,Acorn Woodpecker
119011341,2022-05-27 15:27:36,2022-05-27,normaltonomad,Charadrius vociferus,Killdeer
119011357,2022-05-27 16:55:23,2022-05-27,normaltonomad,Poecile gambeli,Mountain Chickadee
119171400,2022-05-26 07:05:00-07:00,2022-05-26,pjcolemannn,Dendragapus fuliginosus,Sooty Grouse
119195635,2022-05-23 20:33:26,2022-05-23,cybilla,Piranga ludoviciana,Western Tanager
119226864,2022-05-27 11:04:41-07:00,2022-05-27,wilderness8809,Passerella iliaca,Fox Sparrow
119262402,2022/05/28 10:03 AM,2022-05-28,merav,Colaptes auratus,Northern Flicker
119262412,2022/05/28 10:55 AM,2022-05-28,merav,Dryobates albolarvatus,White-headed Woodpecker
119378485,2022/05/28 11:03 AM,2022-05-28,merav,Agelaius phoeniceus,Red-winged Blackbird
119378486,2022/05/28 11:03 AM,2022-05-28,merav,Dryobates villosus,Hairy Woodpecker
119378487,2022/05/28 11:04 AM,2022-05-28,merav,Contopus sordidulus,Western Wood-Pewee
119378488,2022/05/28 11:09 AM,2022-05-28,merav,Pheucticus melanocephalus,Black-headed Grosbeak
119439946,2022-05-29 13:48:31-07:00,2022-05-29,hysopp,Cyanocitta stelleri,Steller's Jay
119544935,2022-05-29 15:30:58-07:00,2022-05-29,monicawahl,Agelaius phoeniceus,Red-winged Blackbird
119546822,2022-05-28 13:06:51-07:00,2022-05-28,monicawahl,Cyanocitta stelleri,Steller's Jay
119546926,2022-05-27 10:53:56-07:00,2022-05-27,monicawahl,Junco hyemalis,Dark-eyed Junco
119793938,2022-05-29 18:48:00-07:00,2022-05-29,shidezhang,Meleagris gallopavo,Wild Turkey
119923755,Wed Jun 01 2022 13:04:41 GMT -0700 (PDT),2022-06-01,samplouffe,Corvus corax,Common Raven
119956422,2022/05/25 1:20 PM,2022-05-25,chrisrw59,Buteo lineatus,Red-shouldered Hawk
119956772,2022/05/25 1:25 PM,2022-05-25,chrisrw59,Setophaga petechia,Yellow Warbler
120047681,Sun May 29 2022 12:04:43 GMT-0700 (PDT),2022-05-29,mavisx,Turdus migratorius,American Robin
120047854,Sun May 29 2022 16:09:40 GMT-0700 (PDT),2022-05-29,mavisx,Turdus migratorius,American Robin
120047998,Sun May 29 2022 15:14:42 GMT-0700 (PDT),2022-05-29,mavisx,Cyanocitta stelleri,Steller's Jay
120048714,Sun May 29 2022 16:12:18 GMT-0700 (PDT),2022-05-29,mavisx,Corvus corax,Common Raven
120053829,2022-06-02 16:13:22-07:00,2022-06-02,bethpratt1,Corthylio calendula,Ruby-crowned Kinglet
120057124,2022/06/02 10:52 AM,2022-06-02,bethpratt1,Setophaga coronata,Yellow-rumped Warbler
120057127,2022/06/02 11:03 AM,2022-06-02,bethpratt1,Poecile gambeli,Mountain Chickadee
120057129,2022/06/02 11:06 AM,2022-06-02,bethpratt1,Poecile gambeli,Mountain Chickadee
120057132,2022/06/02 11:10 AM,2022-06-02,bethpratt1,Setophaga coronata,Yellow-rumped Warbler
120057134,2022/06/02 11:13 AM,2022-06-02,bethpratt1,Turdus migratorius,American Robin
120057137,2022/06/02 11:14 AM,2022-06-02,bethpratt1,Poecile gambeli,Mountain Chickadee
120057138,2022/06/02 11:59 AM,2022-06-02,bethpratt1,Junco hyemalis,Dark-eyed Junco
120057157,2022/06/02 1:16 PM,2022-06-02,bethpratt1,Turdus migratorius,American Robin
120057163,2022/06/02 1:44 PM,2022-06-02,bethpratt1,Actitis macularius,Spotted Sandpiper
120057170,2022/06/02 2:13 PM,2022-06-02,bethpratt1,Anas platyrhynchos,Mallard
120057179,2022/06/02 2:58 PM,2022-06-02,bethpratt1,Zonotrichia leucophrys,White-crowned Sparrow
120057183,2022/06/02 3:20 PM,2022-06-02,bethpratt1,Zonotrichia leucophrys,White-crowned Sparrow
120057184,2022/06/02 4:02 PM,2022-06-02,bethpratt1,Catharus guttatus,Hermit Thrush
120057189,2022/06/02 4:04 PM,2022-06-02,bethpratt1,Nucifraga columbiana,Clark's Nutcracker
120063185,Sat May 28 2022 18:40:44 GMT-0700 (PDT),2022-05-28,mavisx,Junco hyemalis,Dark-eyed Junco
120065905,2022-05-27 17:16:46,2022-05-27,roadmom,Cyanocitta stelleri,Steller's Jay
120065918,2022-05-27 17:16:28,2022-05-27,roadmom,Dryobates albolarvatus,White-headed Woodpecker
120066030,2022-05-27 16:21:17,2022-05-27,roadmom,Mergus merganser,Common Merganser
120066289,2022-05-27 15:24:16,2022-05-27,roadmom,Pheucticus melanocephalus,Black-headed Grosbeak
120096224,2022-06-01 10:48:09-07:00,2022-06-01,bootsrmade4walking,Cyanocitta stelleri,Steller's Jay
120187236,2022-06-04 10:06:43-07:00,2022-06-04,druidsrepose,Cyanocitta stelleri,Steller's Jay
120197490,2022-05-31 13:06:24,2022-05-31,courtney_m,Turdus migratorius,American Robin
120603653,2022-05-31 19:54:39-07:00,2022-05-31,rangerwild,Passerina amoena,Lazuli Bunting
120616646,2022-06-05 19:22:12-08:00,2022-06-05,rangerwild,Piranga ludoviciana,Western Tanager
120616691,2022-06-05 18:59:59-08:00,2022-06-05,rangerwild,Regulus satrapa,Golden-crowned Kinglet
120616721,2022-06-05 18:19:28-08:00,2022-06-05,rangerwild,Cardellina pusilla,Wilson's Warbler
120616865,2022-06-05 18:12:30-08:00,2022-06-05,rangerwild,Pipilo chlorurus,Green-tailed Towhee
120617280,2022-06-05 18:05:58-08:00,2022-06-05,rangerwild,Myadestes townsendi,Townsend's Solitaire
120617295,2022-06-04 18:45:09-08:00,2022-06-04,rangerwild,Geothlypis tolmiei,MacGillivray's Warbler
120617330,2022-06-04 17:50:59-08:00,2022-06-04,rangerwild,Setophaga coronata,Yellow-rumped Warbler
120619719,Mon Jun 06 2022 11:09:57 GMT-0700 (PDT),2022-06-06,coffeecat,Cyanocitta stelleri,Steller's Jay
120720750,2022-05-30 10:33:20-07:00,2022-05-30,mamabear6,Cyanocitta stelleri,Steller's Jay
120823992,2022-06-02 13:16:55,2022-06-02,fishingintheforest,Pheucticus melanocephalus,Black-headed Grosbeak
120824711,2022-06-02 16:02:42,2022-06-02,fishingintheforest,Dryobates villosus,Hairy Woodpecker
120824843,2022-06-02 16:14:30,2022-06-02,fishingintheforest,Cyanocitta stelleri,Steller's Jay
120879950,2022-06-07 08:00:00,2022-06-07,joepaquin,Pheucticus melanocephalus,Black-headed Grosbeak
120880610,2022-06-06 15:13:31,2022-06-06,joepaquin,Dryobates albolarvatus,White-headed Woodpecker
120880758,2022-06-06 15:13:31,2022-06-06,joepaquin,Cyanocitta stelleri,Steller's Jay
120882773,2022-06-06 15:57:28,2022-06-06,joepaquin,Mergus merganser,Common Merganser
120883435,2022-06-06 17:13:19,2022-06-06,joepaquin,Patagioenas fasciata,Band-tailed Pigeon
120883559,2022-06-06 17:17:03,2022-06-06,joepaquin,Cyanocitta stelleri,Steller's Jay
120884949,2022-06-08 06:43:45,2022-06-08,joepaquin,Mergus merganser,Common Merganser
120897078,2022-06-08 11:52:29,2022-06-08,xenonninja,Cyanocitta stelleri,Steller's Jay
120912571,2022-06-08 1:06:37 PM PDT,2022-06-08,max29,Cyanocitta stelleri,Steller's Jay
121024890,2022-06-09 10:39:42-07:00,2022-06-09,sharpez,Corvus corax,Common Raven
121048296,2022-06-08 12:46:18-07:00,2022-06-08,amontoya4,Cyanocitta stelleri,Steller's Jay
121048894,2022-06-08 15:01:43-07:00,2022-06-08,amontoya4,Corvus corax,Common Raven
121053824,2022-06-09 15:03:51-07:00,2022-06-09,danspada,Corvus corax,Common Raven
121101845,2022-06-08 16:46:00-07:00,2022-06-08,amontoya4,Turdus migratorius,American Robin
121160234,2022/06/10 9:02 AM,2022-06-10,bethpratt1,Euphagus cyanocephalus,Brewer's Blackbird
121160236,2022/06/10 9:08 AM,2022-06-10,bethpratt1,Melanerpes formicivorus,Acorn Woodpecker
121160243,2022/06/10 9:17 AM,2022-06-10,bethpratt1,Euphagus cyanocephalus,Brewer's Blackbird
121160244,2022/06/10 9:16 AM,2022-06-10,bethpratt1,Turdus migratorius,American Robin
121160251,2022/06/10 9:27 AM,2022-06-10,bethpratt1,Turdus migratorius,American Robin
121160258,2022/06/10 11:18 AM,2022-06-10,bethpratt1,Anas platyrhynchos,Mallard
121170990,2022-06-03 11:39:48,2022-06-03,juzzp,Cyanocitta stelleri,Steller's Jay
121362507,2022-06-11 10:36:57-07:00,2022-06-11,danspada,Junco hyemalis,Dark-eyed Junco
121387264,2018-08-15 02:08:00-07:00,2018-08-15,evaveher,Dryobates albolarvatus,White-headed Woodpecker
121547948,2022/05/07 13:07 PM,2022-05-07,stevecb,Corvus corax,Common Raven
121593554,2022/06/12 9:55 AM,2022-06-12,reptipods,Dryobates pubescens,Downy Woodpecker
121603297,2022/06/11 11:13 AM,2022-06-11,reptipods,Sitta carolinensis,White-breasted Nuthatch
121603318,2022/06/11 9:43 AM,2022-06-11,reptipods,Piranga ludoviciana,Western Tanager
121603359,2022/06/11 6:32 AM,2022-06-11,reptipods,Pipilo chlorurus,Green-tailed Towhee
121603371,2022/06/11 6:15 AM,2022-06-11,reptipods,Dryobates albolarvatus,White-headed Woodpecker
121603376,2022/06/11 6:14 AM,2022-06-11,reptipods,Sphyrapicus ruber,Red-breasted Sapsucker
121702170,2014/12/17 12:07 PM,2014-12-17,davisprovan,Corvus corax,Common Raven
121745524,2022/06/12 9:42 AM,2022-06-12,reptipods,Piranga ludoviciana,Western Tanager
121745536,2022/06/12 9:22 AM,2022-06-12,reptipods,Tachycineta thalassina,Violet-green Swallow
121745552,2022/06/12 9:13 AM,2022-06-12,reptipods,Melanerpes formicivorus,Acorn Woodpecker
121745553,2022/06/12 9:11 AM,2022-06-12,reptipods,Sitta pygmaea,Pygmy Nuthatch
121745554,2022/06/12 9:04 AM,2022-06-12,reptipods,Sialia mexicana,Western Bluebird
121745556,2022/06/12 9:02 AM,2022-06-12,reptipods,Melanerpes formicivorus,Acorn Woodpecker
121745557,2022/06/12 9:03 AM,2022-06-12,reptipods,Cathartes aura,Turkey Vulture
121745560,2022/06/12 9:01 AM,2022-06-12,reptipods,Sialia mexicana,Western Bluebird
121745561,2022/06/12 8:50 AM,2022-06-12,reptipods,Pipilo maculatus,Spotted Towhee
121745562,2022/06/12 8:52 AM,2022-06-12,reptipods,Sayornis nigricans,Black Phoebe
121745602,2022/06/12 8:09 AM,2022-06-12,reptipods,Sitta pygmaea,Pygmy Nuthatch
121745614,2022/06/12 7:43 AM,2022-06-12,reptipods,Sayornis nigricans,Black Phoebe
121745616,2022/06/12 7:43 AM,2022-06-12,reptipods,Sayornis nigricans,Black Phoebe
121745625,2022/06/12 7:30 AM,2022-06-12,reptipods,Sayornis nigricans,Black Phoebe
121772759,2011-12-31 23:00:00-08:00,2011-12-31,devineconservation,Molothrus ater,Brown-headed Cowbird
121831008,2022-06-11 15:46:41-07:00,2022-06-11,kittykattcoates,Corvus corax,Common Raven
121831622,2022-06-10 12:40:47-07:00,2022-06-10,kittykattcoates,Dendragapus fuliginosus,Sooty Grouse
121903453,2022-06-12 12:55:36-07:00,2022-06-12,equi5red,Corvus corax,Common Raven
121903660,2022-06-12 09:59:10-07:00,2022-06-12,equi5red,Dryobates albolarvatus,White-headed Woodpecker
121903812,2022-06-12 15:56:03-07:00,2022-06-12,equi5red,Euphagus cyanocephalus,Brewer's Blackbird
121905679,2022-06-11 15:20:40-07:00,2022-06-11,equi5red,Turdus migratorius,American Robin
121942195,2022-06-14 08:25:21-07:00,2022-06-14,frankf,Cyanocitta stelleri,Steller's Jay
121942234,2022-06-14 11:16:16-07:00,2022-06-14,frankf,Calypte anna,Anna's Hummingbird
121942310,2022-06-15 06:36:30-07:00,2022-06-15,frankf,Junco hyemalis,Dark-eyed Junco
121942356,2022-06-15 10:39:08-07:00,2022-06-15,frankf,Setophaga coronata auduboni,Audubon's Warbler
121942582,2022-06-15 12:06:50-07:00,2022-06-15,frankf,Passerella iliaca megarhyncha,Northern Thick-billed Fox Sparrow
121951794,2022-06-15 13:36:52-07:00,2022-06-15,frankf,Vireo huttoni,Hutton's Vireo
122113811,2022-06-16 13:51:34-07:00,2022-06-16,simonbaumer,Cyanocitta stelleri,Steller's Jay
122166286,2022-06-15 15:28:19,2022-06-15,migmon,Melanerpes formicivorus,Acorn Woodpecker
122166368,2022-06-16 14:08:05,2022-06-16,migmon,Pheucticus melanocephalus,Black-headed Grosbeak
122166440,2022-06-16 14:13:29,2022-06-16,migmon,Setophaga nigrescens,Black-throated Gray Warbler
122166517,2022-06-16 15:19:48,2022-06-16,migmon,Turdus migratorius,American Robin
122166640,2022-06-15 14:53:02,2022-06-15,migmon,Cyanocitta stelleri,Steller's Jay
122166723,2022-06-15 19:25:03,2022-06-15,migmon,Euphagus cyanocephalus,Brewer's Blackbird
122166866,2022-06-14 14:33:06,2022-06-14,migmon,Dryobates albolarvatus,White-headed Woodpecker
122166983,2022-06-14 14:34:25,2022-06-14,migmon,Junco hyemalis,Dark-eyed Junco
122210391,2022-06-16 06:08:11-07:00,2022-06-16,rangerwild,Euphagus cyanocephalus,Brewer's Blackbird
122210441,2022-06-16 06:14:43-07:00,2022-06-16,rangerwild,Passerculus sandwichensis,Savannah Sparrow
122210477,2022-06-16 06:53:57-07:00,2022-06-16,rangerwild,Anas platyrhynchos,Mallard
122210495,2022-06-16 06:54:35-07:00,2022-06-16,rangerwild,Anas crecca,Green-winged Teal
122210682,2022-06-16 08:15:29-07:00,2022-06-16,rangerwild,Pandion haliaetus,Osprey
122221656,2022-06-14 10:09:12-07:00,2022-06-14,salamanderz,Charadrius vociferus,Killdeer
122268431,2022-06-15 10:44:01,2022-06-15,migmon,Leiothlypis ruficapilla,Nashville Warbler
122268548,2022-06-16 08:46:41,2022-06-16,migmon,Junco hyemalis,Dark-eyed Junco
122268579,2022-06-16 06:54:57,2022-06-16,migmon,Turdus migratorius,American Robin
122268641,2022-06-16 06:57:28,2022-06-16,migmon,Dryobates albolarvatus,White-headed Woodpecker
122273812,2022-06-16 17:38:01-07:00,2022-06-16,rangerwild,Picoides arcticus,Black-backed Woodpecker
122351584,2022-06-17 14:50:56,2022-06-17,sean744,Charadrius vociferus,Killdeer
122407570,2022-06-08 15:03:57-07:00,2022-06-08,desertbrat,Cyanocitta stelleri,Steller's Jay
122575829,2022-06-16 08:25:16-07:00,2022-06-16,frankf,Sphyrapicus thyroideus,Williamson's Sapsucker
122596071,2022-06-18 15:17:49,2022-06-18,sam_galoob,Dendragapus fuliginosus,Sooty Grouse
122733197,2022-06-20 10:04:58,2022-06-20,sandiegomike,Dryobates albolarvatus,White-headed Woodpecker
122736730,2022-06-20 17:06:02,2022-06-20,sandiegomike,Turdus migratorius,American Robin
122738468,2022-06-18 16:36:06,2022-06-18,ajbaldie,Corvus corax,Common Raven
122738890,2022-06-18 12:13:59,2022-06-18,ajbaldie,Corvus corax,Common Raven
122748795,2019-07-14 12:30:00-04:00,2019-07-14,team_bingebirder,Cyanocitta stelleri,Steller's Jay
122748945,2019-07-14 10:30:00-04:00,2019-07-14,team_bingebirder,Melanerpes formicivorus,Acorn Woodpecker
122867846,2022-06-20 16:46:04-07:00,2022-06-20,frankf,Nucifraga columbiana,Clark's Nutcracker
122869905,2022-06-20 16:57:57-07:00,2022-06-20,frankf,Leucosticte tephrocotis,Gray-crowned Rosy-Finch
122890204,2022-06-21 08:43:38-07:00,2022-06-21,mickeyb,Dryobates albolarvatus,White-headed Woodpecker
122913990,2022/06/18 11:46 AM,2022-06-18,willsides,Cyanocitta stelleri,Steller's Jay
122914500,2022/06/20 8:12 AM,2022-06-20,willsides,Euphagus cyanocephalus,Brewer's Blackbird
122915431,2022-06-16 09:24:02,2022-06-16,phillip128,Cyanocitta stelleri,Steller's Jay
122977974,2022-06-21 09:39:56-07:00,2022-06-21,tayahzee,Dryobates albolarvatus,White-headed Woodpecker
122980767,2022-06-19 10:24:08-07:00,2022-06-19,katie1834,Pheucticus melanocephalus,Black-headed Grosbeak
123037528,2022-06-20 19:41:32-07:00,2022-06-20,frankf,Sphyrapicus thyroideus,Williamson's Sapsucker
123037548,2022-06-20 19:35:27-07:00,2022-06-20,frankf,Picoides arcticus,Black-backed Woodpecker
123050250,2022-06-22 14:55:29-07:00,2022-06-22,clifechris,Dryobates albolarvatus,White-headed Woodpecker
123155664,2022/06/10 9:57 AM,2022-06-10,reptipods,Picoides arcticus,Black-backed Woodpecker
123155667,2022/06/10 9:39 AM,2022-06-10,reptipods,Empidonax difficilis,Western Flycatcher
123155680,2022/06/10 8:14 AM,2022-06-10,reptipods,Pheucticus melanocephalus,Black-headed Grosbeak
123155695,2022/06/10 7:41 AM,2022-06-10,reptipods,Empidonax difficilis,Western Flycatcher
123155696,2022/06/10 7:14 AM,2022-06-10,reptipods,Spinus lawrencei,Lawrence's Goldfinch
123155701,2022/06/10 6:48 AM,2022-06-10,reptipods,Charadrius vociferus,Killdeer
123157101,2022-06-20 18:29:27-07:00,2022-06-20,frankf,Dendragapus fuliginosus,Sooty Grouse
123175823,2022-06-19 16:24:51-07:00,2022-06-19,johnnv,Cyanocitta stelleri,Steller's Jay
123235310,2022-06-21 13:55:09-07:00,2022-06-21,mickeyb,Zonotrichia leucophrys,White-crowned Sparrow
123326627,2022/06/19 ,2022-06-19,leobix,Haemorhous purpureus,Purple Finch
123425617,2022-05-15 10:07:56 AM PDT,2022-05-15,spolombian,Oreortyx pictus,Mountain Quail
123434119,2022-06-24 10:11:00,2022-06-24,sandiegomike,Pheucticus melanocephalus,Black-headed Grosbeak
123434682,2022-06-24 14:06:21,2022-06-24,sandiegomike,Turdus migratorius,American Robin
123481531,2022-06-24 09:56:46-07:00,2022-06-24,carey72,Junco hyemalis,Dark-eyed Junco
123481731,2022-06-23 22:27:44-07:00,2022-06-23,carey72,Dryobates albolarvatus,White-headed Woodpecker
123484144,2022/06/19 ,2022-06-19,leobix,Empidonax difficilis,Western Flycatcher
123484146,2022/06/19 ,2022-06-19,leobix,Vireo cassinii,Cassin's Vireo
123484147,2022/06/19 ,2022-06-19,leobix,Leiothlypis celata,Orange-crowned Warbler
123484149,2022/06/19 ,2022-06-19,leobix,Poecile gambeli,Mountain Chickadee
123484151,2022/06/19 6:10 PM,2022-06-19,leobix,Empidonax hammondii,Hammond's Flycatcher
123485886,2022/06/24 21:48,2022-06-24,may518,Cyanocitta stelleri,Steller's Jay
123566158,2022-06-24 15:50:18-07:00,2022-06-24,lukose,Anas platyrhynchos,Mallard
123566909,2022-06-24 15:29:44-05:00,2022-06-24,lukose,Haliaeetus leucocephalus,Bald Eagle
123567846,2010/07/27 1:01 PM,2010-07-27,frozeninmn,Melanerpes formicivorus,Acorn Woodpecker
123568157,2022-06-23 15:10:42-05:00,2022-06-23,lukose,Melanerpes formicivorus,Acorn Woodpecker
123569770,2022-06-22 20:19:15-05:00,2022-06-22,lukose,Sitta canadensis,Red-breasted Nuthatch
123579736,2022-06-24 13:08:45-07:00,2022-06-24,jwdc,Melanerpes formicivorus,Acorn Woodpecker
123581190,2022-06-24 13:14:06-07:00,2022-06-24,jwdc,Cyanocitta stelleri,Steller's Jay
123617166,2022-06-26 16:27:11-07:00,2022-06-26,trang17,Cyanocitta stelleri,Steller's Jay
123704805,2022-06-25 09:44:56,2022-06-25,skonishi11,Cyanocitta stelleri,Steller's Jay
123724966,2022-06-26 08:07:56-07:00,2022-06-26,frankf,Sphyrapicus thyroideus,Williamson's Sapsucker
123727711,2022-06-25 19:30:56-07:00,2022-06-25,frankf,Leucosticte tephrocotis,Gray-crowned Rosy-Finch
123742876,2022-06-24 13:22:40-07:00,2022-06-24,carey72,Cyanocitta stelleri,Steller's Jay
123743110,2022-06-22 14:36:16-07:00,2022-06-22,carey72,Corvus corax,Common Raven
123797377,2022-06-27 16:05:25-07:00,2022-06-27,bethpratt1,Salpinctes obsoletus,Rock Wren
123798812,2022/06/27 7:05 PM,2022-06-27,howardfriedman1,Anas platyrhynchos,Mallard
123798814,2022/06/27 6:27 PM,2022-06-27,howardfriedman1,Molothrus ater,Brown-headed Cowbird
123798815,2022/06/27 6:16 PM,2022-06-27,howardfriedman1,Euphagus cyanocephalus,Brewer's Blackbird
123798816,2022/06/27 6:03 PM,2022-06-27,howardfriedman1,Dryobates albolarvatus,White-headed Woodpecker
123798818,2022/06/27 5:53 PM,2022-06-27,howardfriedman1,Contopus sordidulus,Western Wood-Pewee
123798819,2022/06/27 5:52 PM,2022-06-27,howardfriedman1,Mergus merganser,Common Merganser
123798826,2022/06/27 5:08 PM,2022-06-27,howardfriedman1,Pheucticus melanocephalus,Black-headed Grosbeak
123798828,2022/06/27 5:15 PM,2022-06-27,howardfriedman1,Piranga ludoviciana,Western Tanager
123798829,2022/06/27 5:13 PM,2022-06-27,howardfriedman1,Pheucticus melanocephalus,Black-headed Grosbeak
123805125,2022-05-30 17:04:34,2022-05-30,roadmom,Piranga ludoviciana,Western Tanager
123805208,2022-05-30 17:21:43,2022-05-30,roadmom,Junco hyemalis,Dark-eyed Junco
123852732,2022/06/27 5:00 PM,2022-06-27,howardfriedman1,Piranga ludoviciana,Western Tanager
123852734,2022/06/27 4:55 PM,2022-06-27,howardfriedman1,Dryobates villosus,Hairy Woodpecker
123852735,2022/06/27 4:53 PM,2022-06-27,howardfriedman1,Turdus migratorius,American Robin
123852756,2022/06/27 4:31 PM,2022-06-27,howardfriedman1,Dryobates albolarvatus,White-headed Woodpecker
123852761,2022/06/27 4:22 PM,2022-06-27,howardfriedman1,Cyanocitta stelleri,Steller's Jay
123852772,2022/06/27 3:35 PM,2022-06-27,howardfriedman1,Actitis macularius,Spotted Sandpiper
123852775,2022/06/27 3:20 PM,2022-06-27,howardfriedman1,Dryobates villosus,Hairy Woodpecker
123852776,2022/06/27 3:14 PM,2022-06-27,howardfriedman1,Contopus sordidulus,Western Wood-Pewee
123852777,2022/06/27 3:19 PM,2022-06-27,howardfriedman1,Dryobates villosus,Hairy Woodpecker
123852780,2022/06/27 3:05 PM,2022-06-27,howardfriedman1,Vireo gilvus,Warbling Vireo
123852781,2022/06/27 3:12 PM,2022-06-27,howardfriedman1,Piranga ludoviciana,Western Tanager
123852782,2022/06/27 3:02 PM,2022-06-27,howardfriedman1,Actitis macularius,Spotted Sandpiper
123898276,2022-06-18 19:16:40,2022-06-18,missy_roo22,Pheucticus melanocephalus,Black-headed Grosbeak
123902961,2022/06/27 10:09 AM,2022-06-27,bethpratt1,Poecile gambeli,Mountain Chickadee
123902966,2022/06/27 11:17 AM,2022-06-27,bethpratt1,Empidonax oberholseri,Dusky Flycatcher
123902988,2022/06/27 11:50 AM,2022-06-27,bethpratt1,Nucifraga columbiana,Clark's Nutcracker
123902989,2022/06/27 12:09 PM,2022-06-27,bethpratt1,Leucosticte tephrocotis,Gray-crowned Rosy-Finch
123903043,2022/06/27 3:13 PM,2022-06-27,bethpratt1,Salpinctes obsoletus,Rock Wren
123903082,2022/06/27 4:53 PM,2022-06-27,bethpratt1,Falco mexicanus,Prairie Falcon
123919217,Mon Jun 27 2022 12:45:15 GMT -0700 (PDT),2022-06-27,pamelaprasarttongosoth,Contopus sordidulus,Western Wood-Pewee
123923494,2022-06-27 16:15:30,2022-06-27,amamo,Setophaga coronata,Yellow-rumped Warbler
123923527,2022-06-27 17:17:21,2022-06-27,amamo,Euphagus cyanocephalus,Brewer's Blackbird
123923691,2022-06-27 20:46:57,2022-06-27,amamo,Actitis macularius,Spotted Sandpiper
123923760,2022-06-27 22:21:10,2022-06-27,amamo,Haemorhous cassinii,Cassin's Finch
123923824,2022-06-27 23:12:08,2022-06-27,amamo,Piranga ludoviciana,Western Tanager
